"","ccg19cd","year","Treatable_Mortality_Rate","Preventatable_Mortality_Rate","dept","RGN19CD","RGN19NM","id","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Local_Authority_Expenditure","Claimant_percent","Managerial_occupation","Professional_occupation","GDHI_per_person","Local_Authority_Spend_per_pop","CCGpop","Total_Rural_population_2011","Total_Urban_population_2011","RUC11CD","RUC11","Broad_RUC11","OBJECTID","IMD_2019_Extent","Health_Proportion_10_per","X","X.1","X.2","X.3","professional_and_managerial"
"992","E38000132","2012",115.2,207.7,"NHS_NOCI_CCG","E12000004","East Midlands",105,13.9,28.9,21.2,308463,655021,6.2,NA,NA,11180,2.12349941484068,308463,0,305680,5,"Urban with Minor Conurbation","Predominantly Urban",126,0.5235,0.3022,NA,NA,NA,NA,NA
"993","E38000132","2013",110.7,197.1,"NHS_NOCI_CCG","E12000004","East Midlands",105,12.3,28.9,21.4,310657,617098,5.2,NA,NA,11777,1.98642876226835,310657,0,305680,5,"Urban with Minor Conurbation","Predominantly Urban",126,0.5235,0.3022,NA,NA,NA,NA,NA
"994","E38000132","2014",110.2,203.9,"NHS_NOCI_CCG","E12000004","East Midlands",105,11.2,30.9,22.4,314385,617098,3.8,NA,NA,12081,1.96287354676591,314385,0,305680,5,"Urban with Minor Conurbation","Predominantly Urban",126,0.5235,0.3022,NA,NA,NA,NA,NA
"995","E38000132","2016",129.8,212.6,"NHS_NOCI_CCG","E12000004","East Midlands",105,7.5,29.6,22.9,324779,610445,2.9,NA,NA,12658,1.8795704155749,324779,0,305680,5,"Urban with Minor Conurbation","Predominantly Urban",126,0.5235,0.3022,NA,NA,NA,NA,NA
"996","E38000133","2011",82.9,127.6,"NHS_NNAE_CCG","E12000004","East Midlands",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"997","E38000133","2015",70.4,144.7,"NHS_NNAE_CCG","E12000004","East Midlands",106,5.85,30.2333333333333,4.2,119471.333333333,28143.6666666667,1.5,NA,NA,17062.6666666667,0.235927435694513,149714,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"998","E38000133","2012",98.2,140,"NHS_NNAE_CCG","E12000004","East Midlands",106,10.3333333333333,29.0333333333333,3.05,116677.333333333,35202.3333333333,3.36666666666667,NA,NA,15391,0.301253651443952,146258,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"999","E38000133","2013",76,129.5,"NHS_NNAE_CCG","E12000004","East Midlands",106,5.5,27.4,5.35,117799.333333333,29954.3333333333,2.53333333333333,NA,NA,15746.3333333333,0.25468916282095,147768,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"1000","E38000133","2018",89.1,123,"NHS_NNAE_CCG","E12000004","East Midlands",106,5.6,27.5,3.73333333333333,122167.666666667,29790,1.66666666666667,NA,NA,18117.3333333333,0.244085047386301,152799,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"1001","E38000133","2016",69.4,133.8,"NHS_NNAE_CCG","E12000004","East Midlands",106,4.56666666666667,29.1333333333333,7.1,120369,28709.3333333333,1.46666666666667,NA,NA,17016,0.238743558594497,150547,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"1002","E38000133","2014",87.5,158.4,"NHS_NNAE_CCG","E12000004","East Midlands",106,6.66666666666667,26,4.3,118721.333333333,29954.3333333333,1.8,NA,NA,16269.6666666667,0.252709733108408,148912,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"1003","E38000133","2010",89.6,NA,"NHS_NNAE_CCG","E12000004","East Midlands",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"1004","E38000133","2017",86.1,135.1,"NHS_NNAE_CCG","E12000004","East Midlands",106,3.15,27.5666666666667,1.76666666666667,121419,29347.3333333333,1.56666666666667,NA,NA,17382.6666666667,0.242138546635713,151815,20702,124925,5,"Urban with Minor Conurbation","Predominantly Urban",127,0.0714,0.0104,NA,NA,NA,NA,NA
"1005","E38000134","2013",68.1,125.8,"NHS_NW_CCG","E12000004","East Midlands",107,8.4,36.3,6.6,111077,28791,2.2,NA,NA,16613,0.259198573962206,111077,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1006","E38000134","2015",76.6,126.4,"NHS_NW_CCG","E12000004","East Midlands",107,3.5,38.5,8,111837,29657,1.2,NA,NA,17587,0.265180575301555,111837,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1007","E38000134","2010",80.7,NA,"NHS_NW_CCG","E12000004","East Midlands",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1008","E38000134","2017",72,121.8,"NHS_NW_CCG","E12000004","East Midlands",107,2.2,39,10.5,112718,30950,1.5,NA,NA,17887,0.274579037953122,112718,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1009","E38000134","2016",73.7,125.6,"NHS_NW_CCG","E12000004","East Midlands",107,4.9,37.1,3,112116,29391,1.3,NA,NA,17601,0.262148132291555,112116,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1010","E38000134","2018",87.8,138.6,"NHS_NW_CCG","E12000004","East Midlands",107,5.5,41.5,10.7,113272,27120,1.5,NA,NA,18261,0.239423688113567,113272,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1011","E38000134","2014",87.8,129.4,"NHS_NW_CCG","E12000004","East Midlands",107,7.1,33.5,7.8,111534,28791,1.4,NA,NA,17057,0.258136532357846,111534,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1012","E38000134","2011",84.8,133.6,"NHS_NW_CCG","E12000004","East Midlands",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1013","E38000134","2012",90.5,125.2,"NHS_NW_CCG","E12000004","East Midlands",107,5.1,33,3.9,110568,32740,3.1,NA,NA,16081,0.296107372838434,110568,423,109064,5,"Urban with Minor Conurbation","Predominantly Urban",128,0.0543,0,NA,NA,NA,NA,NA
"1014","E38000135","2017",121,208.5,"NHS_OLD_CCG","E12000002","North West",108,6,27.5,23.5,233759,474681,3.6,NA,NA,14790,2.03064267044264,233759,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1015","E38000135","2011",109.4,209.1,"NHS_OLD_CCG","E12000002","North West",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1016","E38000135","2015",107.8,197.4,"NHS_OLD_CCG","E12000002","North West",108,8.3,27.6,21.1,230197,435872,2.7,NA,NA,14652,1.89347385065835,230197,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1017","E38000135","2012",99.7,188.1,"NHS_OLD_CCG","E12000002","North West",108,9.9,22,17.2,225734,505954,5.4,NA,NA,13368,2.24137258897641,225734,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1018","E38000135","2018",106.9,200.1,"NHS_OLD_CCG","E12000002","North West",108,5.2,27.9,22,235623,476513,4.2,NA,NA,15261,2.02235350538784,235623,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1019","E38000135","2014",114.2,231.6,"NHS_OLD_CCG","E12000002","North West",108,10,23.8,23.5,228182,488564,2.6,NA,NA,14150,2.14111542540604,228182,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1020","E38000135","2019",106,203.9,"NHS_OLD_CCG","E12000002","North West",108,3.6,26.9,23.3,237110,480535,4.7,NA,NA,15885,2.0266332082156,237110,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1021","E38000135","2016",107.7,203.3,"NHS_OLD_CCG","E12000002","North West",108,7.3,25.9,21,232349,464725,2.7,NA,NA,14618,2.00011620450271,232349,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1022","E38000135","2010",124.3,NA,"NHS_OLD_CCG","E12000002","North West",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1023","E38000135","2013",104.5,199.8,"NHS_OLD_CCG","E12000002","North West",108,9.1,22.4,17.9,226966,488564,4,NA,NA,13800,2.15258673105223,226966,2657,222240,6,"Urban with Major Conurbation","Predominantly Urban",129,0.479,0.2411,NA,NA,NA,NA,NA
"1024","E38000136","2010",81,NA,"NHS_OXFO_CCG","E12000008","South East",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1025","E38000136","2011",80.2,125.1,"NHS_OXFO_CCG","E12000008","South East",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1026","E38000136","2012",75,117.8,"NHS_OXFO_CCG","E12000008","South East",109,6.12,45.54,6.64,132001.8,37329.8,1.48,NA,NA,20448.2,0.273153384357102,646291,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1027","E38000136","2018",70.5,104.1,"NHS_OXFO_CCG","E12000008","South East",109,2.46666666666667,49.84,8.1,137504.8,50966.8,1.16,NA,NA,25260.6,0.354960551563364,672414,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1028","E38000136","2015",67.4,107.4,"NHS_OXFO_CCG","E12000008","South East",109,3.825,50.92,6.64,134718,46114,0.56,NA,NA,23663.4,0.327000640158861,659208,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1029","E38000136","2013",73.4,115,"NHS_OXFO_CCG","E12000008","South East",109,4.4,45.44,6.4,132799.6,40746.4,1.06,NA,NA,21153.8,0.294645977463993,650172,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1030","E38000136","2014",66.9,110,"NHS_OXFO_CCG","E12000008","South East",109,3.48,47.78,7.32,133875.4,40746.4,0.66,NA,NA,21912.2,0.291954798664225,655470,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1031","E38000136","2016",70.2,104,"NHS_OXFO_CCG","E12000008","South East",109,3.5,50.86,6.78,135696.8,45999,0.58,NA,NA,23725.4,0.323796126706248,663932,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1032","E38000136","2017",66.6,113,"NHS_OXFO_CCG","E12000008","South East",109,4.35,49.54,7.5,136488.8,47087.8,0.68,NA,NA,24222.6,0.331045138114811,667613,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1033","E38000136","2019",65.5,103.4,"NHS_OXFO_CCG","E12000008","South East",109,1.7,50.68,7.88,138333.4,45820.2,1.42,NA,NA,25904.8,0.321595222688116,676171,205311,435201,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",130,0.04,0.0075,NA,NA,NA,NA,NA
"1034","E38000137","2010",94.1,NA,"NHS_PORT_CCG","E12000008","South East",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1035","E38000137","2013",110,203.5,"NHS_PORT_CCG","E12000008","South East",110,6,30.5,6.8,206670,558492,2.8,NA,NA,13969,2.70233705907969,206670,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1036","E38000137","2016",103.4,180.1,"NHS_PORT_CCG","E12000008","South East",110,6.5,34.6,8.1,213335,383568,1.4,NA,NA,15556,1.79796095343005,213335,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1037","E38000137","2017",87.3,190.7,"NHS_PORT_CCG","E12000008","South East",110,3.4,34.5,9.4,214718,376177,1.6,NA,NA,15858,1.75195838262279,214718,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1038","E38000137","2014",92.5,219.5,"NHS_PORT_CCG","E12000008","South East",110,6.8,32.9,8.2,208037,558492,1.9,NA,NA,14248,2.68458014680081,208037,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1039","E38000137","2015",85.1,185.3,"NHS_PORT_CCG","E12000008","South East",110,5.7,30,8.4,210538,385606,1.4,NA,NA,15247,1.83152685025981,210538,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1040","E38000137","2018",89.8,198.6,"NHS_PORT_CCG","E12000008","South East",110,5,35.6,10.7,215133,374981,1.8,NA,NA,16509,1.74301943448936,215133,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1041","E38000137","2019",100.2,187.8,"NHS_PORT_CCG","E12000008","South East",110,4.1,33.1,11,214905,386790,3,NA,NA,17028,1.7998185244643,214905,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1042","E38000137","2011",100.6,215.8,"NHS_PORT_CCG","E12000008","South East",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1043","E38000137","2012",98.2,172.6,"NHS_PORT_CCG","E12000008","South East",110,7.6,29.1,6.9,206517,410280,3.6,NA,NA,13368,1.98666453609146,206517,0,205056,4,"Urban with City and Town","Predominantly Urban",131,0.2473,0.104,NA,NA,NA,NA,NA
"1044","E38000138","2016",83.9,106,"NHS_RED_CCG","E12000007","London",111,6.1,48.6,55.5,301328,582964,1.4,NA,NA,21713,1.93464928582807,301328,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1045","E38000138","2017",76.7,103.1,"NHS_RED_CCG","E12000007","London",111,7.1,47.4,58.2,301785,579275,1.2,NA,NA,22334,1.91949566744537,301785,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1046","E38000138","2010",93.7,NA,"NHS_RED_CCG","E12000007","London",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1047","E38000138","2011",89.9,106.8,"NHS_RED_CCG","E12000007","London",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1048","E38000138","2018",74.9,103.7,"NHS_RED_CCG","E12000007","London",111,5.3,46.2,49.5,303858,576211,1.6,NA,NA,23702,1.89631670056408,303858,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1049","E38000138","2019",71.7,94.2,"NHS_RED_CCG","E12000007","London",111,4,45.6,49.8,305222,590011,2.5,NA,NA,24650,1.93305528435041,305222,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1050","E38000138","2014",88.5,102.4,"NHS_RED_CCG","E12000007","London",111,6.8,45,50.5,293853,611242,1.7,NA,NA,19532,2.08009446900321,293853,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1051","E38000138","2015",99.8,119.4,"NHS_RED_CCG","E12000007","London",111,8,44.7,55.1,297928,582176,1.4,NA,NA,21335,1.95408286565882,297928,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1052","E38000138","2012",93.7,112.2,"NHS_RED_CCG","E12000007","London",111,8.2,43.3,50.5,284625,579820,3.5,NA,NA,18713,2.03713658322354,284625,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1053","E38000138","2013",80.3,110,"NHS_RED_CCG","E12000007","London",111,10.7,49.3,53.3,288850,611242,2.5,NA,NA,19064,2.11612255495932,288850,0,278970,6,"Urban with Major Conurbation","Predominantly Urban",132,0.0405,0,NA,NA,NA,NA,NA
"1054","E38000139","2010",85.4,NA,"NHS_RAB_CCG","E12000005","West Midlands",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1055","E38000139","2011",86.2,128.8,"NHS_RAB_CCG","E12000005","West Midlands",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1056","E38000139","2015",73.2,125.4,"NHS_RAB_CCG","E12000005","West Midlands",112,4.4,32.2,6.8,90310.5,26447.5,1.2,NA,NA,20250.5,0.298331664257032,180621,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1057","E38000139","2012",82.9,120.7,"NHS_RAB_CCG","E12000005","West Midlands",112,4.15,31.3,9.8,89362.5,31656.5,2.65,NA,NA,17595,0.356814358690039,178725,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1058","E38000139","2013",95,138,"NHS_RAB_CCG","E12000005","West Midlands",112,3.75,34.45,7.4,89655.5,26605.5,2.05,NA,NA,18337.5,0.30210579789892,179311,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1059","E38000139","2014",77.5,124.5,"NHS_RAB_CCG","E12000005","West Midlands",112,4.1,37.55,11.5,90012,26605.5,1.25,NA,NA,19041.5,0.301326052815268,180024,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1060","E38000139","2016",83.1,129,"NHS_RAB_CCG","E12000005","West Midlands",112,3,36.65,6.85,90929,26710,1.25,NA,NA,20630,0.297862739472941,181858,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1061","E38000139","2017",77.7,128.2,"NHS_RAB_CCG","E12000005","West Midlands",112,3.3,33,7.1,91399,24622,1.35,NA,NA,20913.5,0.271529065557875,182798,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1062","E38000139","2018",81.8,121.8,"NHS_RAB_CCG","E12000005","West Midlands",112,4.95,34.5,6.1,91825.5,26730.5,2.1,NA,NA,22121.5,0.29490414703587,183651,22211,155640,4,"Urban with City and Town","Predominantly Urban",133,0.1353,0.0531,NA,NA,NA,NA,NA
"1063","E38000140","2012",73.5,114.4,"NHS_RICH_CCG","E12000007","London",113,5.2,62,11.5,188971,375165,1.6,NA,NA,34036,1.98530462346074,188971,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1064","E38000140","2013",59.1,112.9,"NHS_RICH_CCG","E12000007","London",113,3.9,65.9,11.1,191138,368412,1.3,NA,NA,35625,1.92746601931589,191138,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1065","E38000140","2011",64.7,109.7,"NHS_RICH_CCG","E12000007","London",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1066","E38000140","2015",62.4,115.8,"NHS_RICH_CCG","E12000007","London",113,3.9,69.7,11.8,194124,369006,1,NA,NA,40068,1.90087778945416,194124,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1067","E38000140","2016",61.4,90.2,"NHS_RICH_CCG","E12000007","London",113,5.6,71.5,10.6,195187,383960,1.1,NA,NA,39546,1.96713920496754,195187,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1068","E38000140","2017",68.7,111.5,"NHS_RICH_CCG","E12000007","London",113,3.6,64.9,15.3,195680,385006,1.2,NA,NA,39560,1.96752861815209,195680,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1069","E38000140","2014",62,104.3,"NHS_RICH_CCG","E12000007","London",113,5.1,67,12.8,193315,368412,1,NA,NA,37104,1.90576002896826,193315,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1070","E38000140","2010",82.8,NA,"NHS_RICH_CCG","E12000007","London",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1071","E38000140","2018",57.4,101.7,"NHS_RICH_CCG","E12000007","London",113,3.5,67.9,12.5,196904,435131,1.4,NA,NA,42079,2.20986368991996,196904,0,186990,6,"Urban with Major Conurbation","Predominantly Urban",134,0.0076,0,NA,NA,NA,NA,NA
"1072","E38000141","2012",98,158.5,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,8.9,22.8,8,258424,531035,5.3,NA,NA,14208,2.05489815187444,258424,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1073","E38000141","2015",103.5,175.6,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,6.1,26.4,5.3,260929,473619,2.6,NA,NA,15722,1.81512595380353,260929,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1074","E38000141","2019",95.8,190.5,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,6,27.3,3.1,265411,441732,3.5,NA,NA,16985,1.66433192294215,265411,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1075","E38000141","2016",97.7,173.1,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,8.1,25.2,7.9,262142,479981,2.6,NA,NA,15809,1.83099617764418,262142,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1076","E38000141","2018",99.9,167,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,5.6,25.9,5.2,264671,455747,3,NA,NA,16798,1.72193780202591,264671,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1077","E38000141","2017",103.9,179.6,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,4.9,25.1,5.4,263375,479265,2.5,NA,NA,16264,1.81970574276222,263375,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1078","E38000141","2010",105.8,NA,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1079","E38000141","2011",109.7,175.5,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1080","E38000141","2013",97.2,175.2,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,12.5,21.6,5.7,258817,525225,4.4,NA,NA,14707,2.02932960354227,258817,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1081","E38000141","2014",105.6,165.8,"NHS_ROTH_CCG","E12000003","Yorkshire and The Humber",114,8.8,23.1,4.8,260256,525225,3.1,NA,NA,15147,2.01810909258576,260256,26103,231177,5,"Urban with Minor Conurbation","Predominantly Urban",135,0.3571,0.2934,NA,NA,NA,NA,NA
"1082","E38000142","2014",71.9,114.4,"NHS_RUSH_CCG","E12000004","East Midlands",115,4.7,54.2,4.3,113690,23498,1,NA,NA,21288,0.206684844753276,113690,62832,48297,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",136,0,0,NA,NA,NA,NA,NA
"1083","E38000142","2016",73.3,88.6,"NHS_RUSH_CCG","E12000004","East Midlands",115,NA,46.5,2.5,115168,15802,0.8,NA,NA,22083,0.137208252292303,115168,62832,48297,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",136,0,0,NA,NA,NA,NA,NA
"1084","E38000142","2018",74.6,93.6,"NHS_RUSH_CCG","E12000004","East Midlands",115,6,61.9,7.2,117671,27623,0.8,NA,NA,22745,0.234747728837182,117671,62832,48297,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",136,0,0,NA,NA,NA,NA,NA
"1085","E38000142","2013",61.2,102.5,"NHS_RUSH_CCG","E12000004","East Midlands",115,3.6,50.4,4.6,112910,23498,1.4,NA,NA,20653,0.208112656097777,112910,62832,48297,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",136,0,0,NA,NA,NA,NA,NA
"1086","E38000142","2015",58.8,105.3,"NHS_RUSH_CCG","E12000004","East Midlands",115,3.6,52,3.9,114497,23091,0.8,NA,NA,22059,0.201673406290121,114497,62832,48297,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",136,0,0,NA,NA,NA,NA,NA
"1087","E38000142","2010",80.1,NA,"NHS_RUSH_CCG","E12000004","East Midlands",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62832,48297,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",136,0,0,NA,NA,NA,NA,NA
