"","ccg19cd","year","Total_Procurement_Spend","Social_Care_Procurement_Spend","Hospital_Services_Procurement_Spend","GP_Services_Procurement_Spend","Other_Health_Services_Procurement_Spend","Private_Sector_Procurement_Spend","Charity_Sector_Procurement_Spend","Health_Services_Procurement_Spend","Building_Maintenance_Procurement_Spend","Specialist_Services_Procurement_Spend","NotAssigned_Procurement_Spend","Foundational_Services_Procurement_Spend","Professional_Services_Spend","Dental_Services_Procurement_Spend","Medical_Nursing_Homes_Procurement_Spend","nogpPrivate_Sector_Procurement_Spend","NOGPTotal_Procurement_Spend","nogpHealth_Services_Procurement_Spend","Food_Procurement_Spend","Transport_Procurement_Spend","Management_Procurement_Spend","Total_Private_sector_spend","Total_Management_Procurement_Spend","lag_check_private","Avoidable_Mortality_Rate","Treatable_Mortality_Rate","Preventatable_Mortality_Rate","RGN19CD","RGN19NM","id","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Local_Authority_Expenditure","Claimant_percent","GDHI_per_person","Local_Authority_Spend_per_pop","CCGpop","Total_Rural_population_2011","Total_Urban_population_2011","RUC11CD","RUC11","Broad_RUC11","OBJECTID","total_spend_10millions","Lagged_Private_Procurement","Lagged_Total_Spend","Lagged_Treatable_Mortality_Rate","Lagged_Local_Authority_Spend_per_pop","Lagged_Claimant_percent","Lagged_CCGpop","Lagged_Unemployment_percent","Lagged_BAME_percent","Lagged_Qual_lvl4_percent","Lagged_GDHI_per_person","dept","number_of_doctors","Treatable_Mortality_2013","Private_Sector_Procurement_Spendten","Lagged_Private_Procurementten","Preventable_Mortality_Rate_FD","Treatable_Mortality_Rate_FD","Private_Sector_Procurement_Spendten_FD","Private_Sector_Procurement_Spend_FD","Local_Authority_Spend_per_pop_FD","Claimant_percent_FD","CCGpop_FD","Unemployment_percent_FD","BAME_percent_FD","Qual_lvl4_percent_FD","total_spend_10millions_FD","GDHI_FD","Private_Sector_Procurement_Spendten_FD_lagged","Local_Authority_Spend_per_pop_FD_lagged","total_spend_10millions_FD_lagged","GDHI_FD_lagged","Private_Sector_Procurement_Spend_FD_lagged","lagged_tot_prive"
"NHS_HAST_CCG-2020","E38000075","2020",31313948,0.318548143466292,0.236048166139894,0.994955985747949,3.62966049506118,3.95345230821741,2.39840405943064,5.07673449543954,0.170521455806211,0.216069848490519,0.510047471497366,0,0,0,0,6.13691113084579,31002388,4.12279854055113,0,0,0,1237982,0,2.08301565001017,NA,NA,NA,"E12000001","North East",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,3.1313948,2.08301565001017,31.9198898,NA,2.27639516137642,5.7,291011,7.6,2,27.4,NA,"NHS_HAST_CCG",200,94.7,0.395345230821741,0.208301565001017,NA,NA,0.187043665820724,1.87043665820724,NA,NA,NA,NA,NA,NA,-28.788495,NA,0.075921578506126,0.0562368636136132,28.2966684,NaN,0.75921578506126,0.00000319198898
"NHS_HAST_CCG-2021","E38000075","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95345230821741,NA,NA,NA,"E12000001","North East",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,NA,3.95345230821741,3.1313948,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_HAST_CCG",200,94.7,NA,0.395345230821741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187043665820724,NA,-28.788495,NA,1.87043665820724,0.00000031313948
"NHS_HAV_CCG-2010","E38000077","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5,85.5,NA,"E12000007","London",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_HAV_CCG",162,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HAV_CCG-2011","E38000077","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.4,74.1,127.3,"E12000007","London",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,85.5,NA,NA,NA,NA,NA,NA,NA,"NHS_HAV_CCG",162,80.8,NA,NA,NA,-0.143100843640673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HAV_CCG-2012","E38000077","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.3,87.6,136.8,"E12000007","London",63,9.3,20.5,10.1,239742,393727,3.5,19775,1.64229463339757,239742,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,74.1,NA,NA,NA,NA,NA,NA,NA,"NHS_HAV_CCG",162,80.8,NA,NA,0.0719734996250896,0.167365465640304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HAV_CCG-2013","E38000077","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.2,80.8,130.4,"E12000007","London",63,8.4,24.6,9.5,242142,401977,2.5,20332,1.66008788231699,242142,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,87.6,1.64229463339757,3.5,239742,9.3,10.1,20.5,19775,"NHS_HAV_CCG",162,80.8,NA,NA,-0.0479133556958979,-0.0808040324152959,NA,NA,0.0177932489194186,-1,0.00996098581490479,-0.9,-0.6,4.1,NA,0.0277774859309385,NA,NA,NA,NA,NA,NA
"NHS_HAV_CCG-2014","E38000077","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,70,123,"E12000007","London",63,6.9,25.7,11.4,246030,401977,1.7,20745,1.63385359509003,246030,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,80.8,1.66008788231699,2.5,242142,8.4,9.5,24.6,20332,"NHS_HAV_CCG",162,80.8,NA,NA,-0.0584222941201356,-0.143481723477691,NA,NA,-0.0262342872269579,-0.8,0.0159291487864657,-1.5,1.9,1.1,NA,0.0201092542001753,NA,0.0177932489194186,NA,0.0277774859309385,NA,NA
"NHS_HAV_CCG-2015","E38000077","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.3,78.4,125,"E12000007","London",63,5.2,26.1,10.7,249375,397560,1.5,21790,1.59422556390977,249375,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,70,1.63385359509003,1.7,246030,6.9,11.4,25.7,20745,"NHS_HAV_CCG",162,80.8,NA,NA,0.0161293819298844,0.113328685307003,NA,NA,-0.0396280311802553,-0.2,0.0135043079276986,-1.7,-0.700000000000001,0.400000000000002,NA,0.0491458951716961,NA,-0.0262342872269579,NA,0.0201092542001753,NA,NA
"NHS_HAV_CCG-2016","E38000077","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,99.2,141.8,"E12000007","London",63,3.9,27.9,11.3,253371,399314,1.6,22274,1.5760051466032,253371,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,78.4,1.59422556390977,1.5,249375,5.2,10.7,26.1,21790,"NHS_HAV_CCG",162,80.8,NA,NA,0.126103876795725,0.235314086934465,NA,NA,-0.0182204173065721,0.1,0.0158970301262631,-1.3,0.600000000000001,1.8,NA,0.0219689300143795,NA,-0.0396280311802553,NA,0.0491458951716961,NA,NA
"NHS_HAV_CCG-2017","E38000077","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,84.2,127.8,"E12000007","London",63,4,30,11.9,256039,403746,1.5,22272,1.57689258277059,256039,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,99.2,1.5760051466032,1.6,253371,3.9,11.3,27.9,22274,"NHS_HAV_CCG",162,80.8,NA,NA,-0.103951072154593,-0.163943093042546,NA,NA,0.000887436167391176,-0.1,0.0104749588560402,0.1,0.6,2.1,NA,-0.0000897948188978148,NA,-0.0182204173065721,NA,0.0219689300143795,NA,NA
"NHS_HAV_CCG-2018","E38000077","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.8,83.5,120.3,"E12000007","London",63,5,30,14.2,257810,395590,2,23447,1.53442457623832,257810,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,84.2,1.57689258277059,1.5,256039,4,11.9,30,22272,"NHS_HAV_CCG",162,80.8,NA,NA,-0.0604779189628006,-0.00834828939147148,NA,NA,-0.0424680065322784,0.5,0.00689310288585609,1,2.3,0,NA,0.0514122707865887,NA,0.000887436167391176,NA,-0.0000897948188978148,NA,NA
"NHS_HAV_CCG-2019","E38000077","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,69.1,131.7,"E12000007","London",63,5.2,33.7,20.6,259552,401264,2.5,NA,1.54598693132783,259552,1860,235372,6,"Urban with Major Conurbation","Predominantly Urban",73,NA,NA,NA,83.5,1.53442457623832,2,257810,5,14.2,30,23447,"NHS_HAV_CCG",162,80.8,NA,NA,0.0905379857686022,-0.189291901083186,NA,NA,0.0115623550895114,0.5,0.00673418837564732,0.2,6.4,3.7,NA,NaN,NA,-0.0424680065322784,NA,0.0514122707865887,NA,NA
"NHS_HERE_CCG-2010","E38000078","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.6,82.6,NA,"E12000005","West Midlands",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_HERE_CCG",182,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HERE_CCG-2011","E38000078","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.8,81.2,136.5,"E12000005","West Midlands",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,NA,NA,NA,82.6,NA,NA,NA,NA,NA,NA,NA,"NHS_HERE_CCG",182,76.9,NA,NA,NA,-0.0170944333593006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HERE_CCG-2012","E38000078","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.4,80.3,118.1,"E12000005","West Midlands",64,4.5,30.5,1.1,185197,319587,2.2,17450,1.72565970291095,185197,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,NA,NA,NA,81.2,NA,NA,NA,NA,NA,NA,NA,"NHS_HERE_CCG",182,76.9,NA,NA,-0.144792891421698,-0.0111456262149163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HERE_CCG-2013","E38000078","2013",111531729,1.9658737649445,0.460238538936306,0.399990212650608,0.565475856650622,2.68558465546607,1.7749397572775,1.42570460823754,0,0,0.0243491249023854,0,0.619064194727941,0,0,4.05119608063017,111085613,1.02983362931076,0,0,0,2995279,0,NA,192.3,76.9,115.4,"E12000005","West Midlands",64,6,30.7,1.2,186389,300387,1.6,18062,1.61161334628116,186389,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,11.1531729,NA,NA,80.3,1.72565970291095,2.2,185197,4.5,1.1,30.5,17450,"NHS_HERE_CCG",182,76.9,0.268558465546607,NA,-0.023127369129317,-0.0432637444411172,NA,NA,-0.11404635662979,-0.6,0.0064157642578504,1.5,0.0999999999999999,0.199999999999999,NA,0.0344706351801705,NA,NA,NA,NA,NA,NA
"NHS_HERE_CCG-2014","E38000078","2014",176374998,1.82509938285017,0.432946851117753,0.0792470597221495,1.194958482721,2.54914644988401,2.21226423486621,1.70715239356091,0.0164422397328674,0,0.0350055283912746,0,0.731732963648283,0,0,4.50294710093883,176235226,1.62919642410196,0,0,0.0396961025054129,4496057,70014,2.68558465546607,191,76.2,114.8,"E12000005","West Midlands",64,3.5,33,0.8,187737,300387,0.9,18295,1.60004154748398,187737,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,17.6374998,2.68558465546607,11.1531729,76.9,1.61161334628116,1.6,186389,6,1.2,30.7,18062,"NHS_HERE_CCG",182,76.9,0.254914644988401,0.268558465546607,-0.005212870188533,-0.00914441381899778,-0.0136438205582055,-0.136438205582055,-0.0115717987971844,-0.7,0.00720615960036497,-2.5,-0.4,2.3,6.4843269,0.0128175146425633,NA,-0.11404635662979,NA,0.0344706351801705,NA,0.00000111531729
"NHS_HERE_CCG-2015","E38000078","2015",188008057,1.59607893825529,0.332139489107108,0.210638845121409,1.81051655674523,3.17700161115968,2.32208239884102,2.36791341341292,0.105778445441836,0,0.332432561653462,0,1.00179589643863,0,0.014618522439174,5.48750552196706,187612039,2.16182821828401,0,0,0.136206396729051,5973019,256079,2.54914644988401,203.4,79.6,123.8,"E12000005","West Midlands",64,4,33.6,1,188522,283136,0.8,19189,1.50187246050859,188522,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,18.8008057,2.54914644988401,17.6374998,76.2,1.60004154748398,0.9,187737,3.5,0.8,33,18295,"NHS_HERE_CCG",182,76.9,0.317700161115967,0.254914644988401,0.0754758763650294,0.0436526301577365,0.0627855161275661,0.627855161275661,-0.0981690869753924,-0.1,0.00417266371822222,0.5,0.2,0.600000000000001,1.1633059,0.0477093997164353,-0.0136438205582055,-0.0115717987971844,6.4843269,0.0128175146425633,-0.136438205582055,0.00000176374998
"NHS_HERE_CCG-2016","E38000078","2016",194408172,1.21608571063566,0.953428027706572,0.311082087639814,1.5161240238399,2.14276537716738,2.80960154288164,2.79926195695107,0.143664228271227,0,0.0539668671952741,0,0.611988677101496,0,0.01862781776478,4.90641849049472,193803403,2.49594430496146,0,0,0.0407452007727329,4165711,79212,3.17700161115968,216.3,75.6,140.7,"E12000005","West Midlands",64,5.4,31.8,1.5,189532,337848,1,19301,1.78253804106958,189532,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,19.4408172,3.17700161115968,18.8008057,79.6,1.50187246050859,0.8,188522,4,1,33.6,19189,"NHS_HERE_CCG",182,76.9,0.214276537716738,0.317700161115967,0.127962603869848,-0.0515578096648497,-0.10342362339923,-1.0342362339923,0.280665580560994,0.2,0.00534316474846186,1.4,0.5,-1.8,0.6400115,0.00581970985246549,0.0627855161275661,-0.0981690869753924,1.1633059,0.0477093997164353,0.627855161275661,0.00000188008057
"NHS_HERE_CCG-2017","E38000078","2017",218150426,1.10184886826671,0.966073291096851,0.451464623772956,1.14319694246208,2.80026819658835,2.46437841015263,2.56073485733189,0.146017592466219,0,0.115859044895929,0.0169653576564641,0.912520335853023,0,0,4.95741833900601,217165554,2.1188360286641,0,0.0169653576564641,0.0231088249169864,6108797,50412,2.14276537716738,215.8,84.6,131.2,"E12000005","West Midlands",64,3,36.3,1.4,191041,317559,1,19455,1.66225574614873,191041,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,21.8150426,2.14276537716738,19.4408172,75.6,1.78253804106958,1,189532,5.4,1.5,31.8,19301,"NHS_HERE_CCG",182,76.9,0.280026819658835,0.214276537716738,-0.0699070876103551,0.11247798342669,0.0657502819420973,0.657502819420973,-0.12028229492085,0,0.00793018899472564,-2.4,-0.1,4.5,2.3742254,0.00794719839644564,-0.10342362339923,0.280665580560994,0.6400115,0.00581970985246549,-1.0342362339923,0.00000194408172
"NHS_HERE_CCG-2018","E38000078","2018",211384642,0.984074330243916,1.22142553762255,0.963172622540856,0.968750132755624,3.73028519262057,2.39774609548029,3.17699949081447,0.0281529440535231,0,0.335017716187726,0,0.966178990430156,0,0.023651197895446,5.71494174910893,209348643,2.23535721700379,0,0,0.0233744512054002,7885250,49410,2.80026819658835,207.8,75.9,131.9,"E12000005","West Midlands",64,2.7,36.4,1.6,192107,294300,1.4,20478,1.53195875215375,192107,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,21.1384642,2.80026819658835,21.8150426,84.6,1.66225574614873,1,191041,3,1.4,36.3,19455,"NHS_HERE_CCG",182,76.9,0.373028519262057,0.280026819658835,0.00532118321328046,-0.108517582210593,0.093001699603222,0.93001699603222,-0.130296993994985,0.4,0.00556444376871568,-0.3,0.2,0.100000000000001,-0.6765784,0.051247032716109,0.0657502819420973,-0.12028229492085,2.3742254,0.00794719839644564,0.657502819420973,0.00000218150426
"NHS_HERE_CCG-2019","E38000078","2019",257671593,0.882722450510872,0.947771530251687,1.413235334793,1.1581889820505,4.20557806696216,2.35156461348846,3.51919584709518,0,0,0.287664228473955,0.339669961212993,0.991190751865302,0,0,6.23669195531158,254030087,2.13614932942963,0,0.339669961212993,0.0193036412826462,10836580,49740,3.73028519262057,NA,NA,NA,"E12000005","West Midlands",64,2.5,35.8,1.3,192801,289234,1.7,NA,1.50016856759042,192801,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,25.7671593,3.73028519262057,21.1384642,75.9,1.53195875215375,1.4,192107,2.7,1.6,36.4,20478,"NHS_HERE_CCG",182,76.9,0.420557806696216,0.373028519262057,NA,NA,0.047529287434159,0.47529287434159,-0.0317901845633306,0.3,0.00360606041986955,-0.2,-0.3,-0.600000000000001,4.6286951,NaN,0.093001699603222,-0.130296993994985,-0.6765784,0.051247032716109,0.93001699603222,0.00000211384642
"NHS_HERE_CCG-2020","E38000078","2020",64183428,0.582299842258347,0.786809018676908,0.76397446393795,0.517613362751519,2.20025019542428,1.47704014812048,2.06839684536638,0.0540201748027544,0,0.0899718226330946,0.271309908844383,0.316237393864348,0,0,3.4976152748015,63693083,1.31446455496588,0,0.271309908844383,0,1412196,0,4.20557806696216,NA,NA,NA,"E12000005","West Midlands",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,6.4183428,4.20557806696216,25.7671593,NA,1.50016856759042,1.7,192801,2.5,1.3,35.8,NA,"NHS_HERE_CCG",182,76.9,0.220025019542428,0.420557806696216,NA,NA,-0.200532787153788,-2.00532787153788,NA,NA,NA,NA,NA,NA,-19.3488165,NA,0.047529287434159,-0.0317901845633306,4.6286951,NaN,0.47529287434159,0.00000257671593
"NHS_HERE_CCG-2021","E38000078","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20025019542428,NA,NA,NA,"E12000005","West Midlands",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,99142,84335,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",74,NA,2.20025019542428,6.4183428,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_HERE_CCG",182,76.9,NA,0.220025019542428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.200532787153788,NA,-19.3488165,NA,-2.00532787153788,0.00000064183428
"NHS_HERT_CCG-2010","E38000079","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2,76,NA,"E12000006","East of England",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_HERT_CCG",466,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HERT_CCG-2011","E38000079","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.3,79.8,127.5,"E12000006","East of England",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,"NHS_HERT_CCG",466,78,NA,NA,NA,0.0487901641694322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HERT_CCG-2012","E38000079","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.3,80.9,117.3,"E12000006","East of England",65,8.125,42.9,10.82,114100.8,34986.2,2.12,22362.2,0.317196734130074,570504,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,79.8,NA,NA,NA,NA,NA,NA,NA,"NHS_HERT_CCG",466,78,NA,NA,-0.0833816089390513,0.0136903196086831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_HERT_CCG-2013","E38000079","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,78,121.2,"E12000006","East of England",65,5.3,43.24,10.88,115290.6,40630.4,1.6,23472.6,0.365774828926743,576453,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,80.9,0.317196734130074,2.12,570504,8.125,10.82,42.9,22362.2,"NHS_HERT_CCG",466,78,NA,NA,0.0327073179757837,-0.0365049973748546,NA,NA,0.048578094796669,-0.52,0.0103736292618546,-2.825,0.0599999999999987,0.340000000000003,NA,0.0484617500170685,NA,NA,NA,NA,NA,NA
"NHS_HERT_CCG-2014","E38000079","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.9,75.3,115.7,"E12000006","East of England",65,4.24,46.58,11.52,116668.2,40630.4,1.14,24479.8,0.36122512620187,583341,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,78,0.365774828926743,1.6,576453,5.3,10.88,43.24,23472.6,"NHS_HERT_CCG",466,78,NA,NA,-0.0464414394355828,-0.0352286918837441,NA,NA,-0.00454970272487315,-0.46,0.0118781110873059,-1.06,0.640000000000001,3.34,NA,0.0420145042300089,NA,0.048578094796669,NA,0.0484617500170685,NA,NA
"NHS_HERT_CCG-2015","E38000079","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.2,74.7,118.5,"E12000006","East of England",65,3.325,45.32,13.92,117711.8,41020.8,0.98,25885,0.361682171557689,588559,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,75.3,0.36122512620187,1.14,583341,4.24,11.52,46.58,24479.8,"NHS_HERT_CCG",466,78,NA,NA,0.0239123263755552,-0.0080000426670761,NA,NA,0.000457045355819308,-0.16,0.00890525554022226,-0.915,2.4,-1.26,NA,0.0558153626777536,NA,-0.00454970272487315,NA,0.0420145042300089,NA,NA
"NHS_HERT_CCG-2016","E38000079","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,74.6,108.4,"E12000006","East of England",65,4.43333333333333,43.92,13.48,118485.6,44376.8,1.04,26209.6,0.388927960216112,592428,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,NA,NA,NA,74.7,0.361682171557689,0.98,588559,3.325,13.92,45.32,25885,"NHS_HERT_CCG",466,78,NA,NA,-0.0890848715696402,-0.00133958492905606,NA,NA,0.0272457886584234,0.0600000000000001,0.006552170077466,1.10833333333333,-0.44,-1.4,NA,0.0124621055143663,NA,0.000457045355819308,NA,0.0558153626777536,NA,NA
"NHS_HERT_CCG-2017","E38000079","2017",494800353,0.270492329256685,1.79217353953666,0.236913735589029,0.655784697873892,4.93404134657115,0.493520868607788,2.97760195817807,-0.0136545981809354,0.292729985178487,0.496581092778646,0,0.275928663292607,0,0,5.25422556827159,493628103,2.74719670893616,0,0,0.114473240887118,24413654,566414,NA,195.7,73.1,122.7,"E12000006","East of England",65,3.6,45,14.1,118751.6,41358.8,1.08,26976.4,0.356780927363237,593758,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,49.4800353,NA,NA,74.6,0.388927960216112,1.04,592428,4.43333333333333,13.48,43.92,26209.6,"NHS_HERT_CCG",466,78,0.493404134657115,NA,0.123914262711319,-0.0203121404539823,NA,NA,-0.0321470328528755,0.04,0.00224248230437851,-0.833333333333333,0.619999999999999,1.08,NA,0.0288366538365352,NA,0.0272457886584234,NA,0.0124621055143663,NA,NA
"NHS_HERT_CCG-2018","E38000079","2018",700412301,0.272758202172123,1.25050145285784,0.374303249137253,0.851101699882909,5.1637324113758,0.476147976732921,2.84916412397503,-0.0116362890662596,0.373257722097031,0.880621312788737,0,0.250009172811487,0,0,5.50085327528077,697790635,2.48415916329975,0,0,0.0399546095350487,36167417,279847,4.93404134657115,184.2,69.5,114.7,"E12000006","East of England",65,5,46.1,15.22,119134,41021.4,1.46,28471.8,0.352866322897023,595670,51807,511353,6,"Urban with Major Conurbation","Predominantly Urban",75,70.0412301,4.93404134657115,49.4800353,73.1,0.356780927363237,1.08,593758,3.6,14.1,45,26976.4,"NHS_HERT_CCG",466,78,0.51637324113758,0.493404134657115,-0.0674223275815402,-0.050501614184987,0.0229691064804647,0.229691064804647,-0.00391460446621417,0.38,0.0032149935042689,1.4,1.12,1.1,20.5611948,0.0539517140333849,NA,-0.0321470328528755,NA,0.0288366538365352,NA,0.00000494800353
